TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_BANDS,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION
7.60,1,126701,202306,Jun,Sun,Evening,low,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen
30.00,10,828665,202306,Jun,Sun,Evening,Med,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
3.20,4,388754,202306,Jun,Sun,Evening,low,Flavours,Regular syrup,Chocolate syrup,Astoria
13.50,3,405719,202306,Jun,Sun,Evening,low,Bakery,Scone,Scottish Cream Scone ,Lower Manhattan
3.20,4,262124,202306,Jun,Sun,Evening,low,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
48.00,4,532684,202306,Jun,Sun,Evening,High,Branded,Housewares,I Need My Bean! Diner mug,Astoria
6.40,1,126778,202306,Jun,Sun,Evening,low,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Hell's Kitchen
3.20,4,270501,202306,Jun,Sun,Evening,low,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
26.25,7,980539,202306,Jun,Sun,Evening,Med,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
42.75,9,828526,202306,Jun,Sun,Evening,High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
8.95,1,126806,202306,Jun,Sun,Evening,low,Loose Tea,Herbal tea,Lemon Grass,Astoria
24.80,31,2560251,202306,Jun,Mon,Morning,Med,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
35.20,44,2815359,202306,Jun,Mon,Morning,Med,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
12.80,2,253730,202306,Jun,Mon,Morning,low,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Lower Manhattan
82.50,33,2757070,202306,Jun,Mon,Morning,Very High,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
76.50,17,2350456,202306,Jun,Mon,Morning,Very High,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
42.25,13,1764718,202306,Jun,Mon,Morning,High,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
21.60,27,2367943,202306,Jun,Mon,Morning,Med,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
17.60,22,1721623,202306,Jun,Mon,Morning,low,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
70.00,20,1738580,202306,Jun,Mon,Morning,Very High,Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen
25.00,10,1061254,202306,Jun,Mon,Morning,Med,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
23.20,29,2314959,202306,Jun,Mon,Morning,Med,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
30.00,8,1068525,202306,Jun,Mon,Morning,Med,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
33.00,15,1367029,202306,Jun,Mon,Morning,Med,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
19.75,1,126936,202306,Jun,Mon,Morning,low,Coffee beans,Premium Beans,Jamacian Coffee River,Lower Manhattan
112.50,25,2199562,202306,Jun,Mon,Morning,Very High,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
17.90,2,262873,202306,Jun,Mon,Morning,low,Loose Tea,Herbal tea,Lemon Grass,Astoria
99.20,32,2876437,202306,Jun,Mon,Morning,Very High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
60.00,24,2273401,202306,Jun,Mon,Morning,High,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria
57.50,23,2459693,202306,Jun,Mon,Morning,High,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
35.00,10,1333093,202306,Jun,Mon,Morning,Med,Bakery,Pastry,Croissant,Astoria
14.40,18,1586497,202306,Jun,Mon,Morning,low,Flavours,Regular syrup,Chocolate syrup,Astoria
97.50,26,2181024,202306,Jun,Mon,Morning,Very High,Coffee,Barista Espresso,Cappuccino,Astoria
19.00,2,254492,202306,Jun,Mon,Morning,low,Loose Tea,Chai tea,Morning Sunrise Chai,Hell's Kitchen
60.00,24,2155516,202306,Jun,Mon,Morning,High,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
45.00,15,1323936,202306,Jun,Mon,Morning,High,Coffee,Barista Espresso,Espresso shot,Astoria
10.40,13,1203920,202306,Jun,Mon,Morning,low,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
4.00,5,386218,202306,Jun,Thu,Evening,low,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
5.60,7,650769,202306,Jun,Sun,Evening,low,Flavours,Regular syrup,Carmel syrup,Astoria
44.25,3,390112,202306,Jun,Mon,Morning,High,Coffee beans,Espresso Beans,Espresso Roast,Astoria
69.00,23,1910636,202306,Jun,Mon,Morning,Very High,Tea,Brewed Black tea,Earl Grey Lg,Astoria
9.60,12,1197795,202306,Jun,Mon,Morning,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
51.00,17,1341429,202306,Jun,Mon,Morning,High,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
41.25,11,1510752,202306,Jun,Mon,Morning,High,Bakery,Pastry,Almond Croissant,Astoria
71.25,19,1798880,202306,Jun,Mon,Morning,Very High,Coffee,Barista Espresso,Latte,Astoria
64.00,16,1213618,202306,Jun,Mon,Morning,Very High,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria
26.25,7,916876,202306,Jun,Mon,Morning,Med,Bakery,Scone,Jumbo Savory Scone,Astoria
24.00,8,797473,202306,Jun,Mon,Morning,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
180.00,4,526131,202306,Jun,Mon,Morning,Very High,Coffee beans,Premium Beans,Civet Cat,Hell's Kitchen
8.00,10,925380,202306,Jun,Mon,Morning,low,Flavours,Regular syrup,Carmel syrup,Astoria
42.00,12,1613047,202306,Jun,Mon,Morning,High,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
95.00,20,1934351,202306,Jun,Mon,Morning,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
8.95,1,127217,202306,Jun,Mon,Morning,low,Loose Tea,Chai tea,Traditional Blend Chai,Astoria
18.00,6,814755,202306,Jun,Mon,Morning,low,Bakery,Scone,Oatmeal Scone,Astoria
72.90,27,2639633,202306,Jun,Mon,Morning,Very High,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
42.00,2,254576,202306,Jun,Mon,Morning,High,Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen
39.00,12,1629595,202306,Jun,Mon,Morning,Med,Bakery,Scone,Cranberry Scone,Astoria
18.50,2,254675,202306,Jun,Mon,Morning,low,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
60.00,24,1876239,202306,Jun,Mon,Morning,High,Tea,Brewed herbal tea,Peppermint Rg,Astoria
33.00,11,1512713,202306,Jun,Mon,Morning,Med,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
32.85,3,415513,202306,Jun,Mon,Morning,Med,Loose Tea,Chai tea,Spicy Eye Opener Chai,Hell's Kitchen
45.00,3,407419,202306,Jun,Mon,Morning,High,Coffee beans,Gourmet Beans,Columbian Medium Roast,Hell's Kitchen
15.20,2,271320,202306,Jun,Mon,Morning,low,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan
57.50,23,1764647,202306,Jun,Mon,Morning,High,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
21.90,2,271544,202306,Jun,Mon,Morning,Med,Loose Tea,Chai tea,Spicy Eye Opener Chai,Lower Manhattan
90.00,2,263676,202306,Jun,Mon,Morning,Very High,Coffee beans,Premium Beans,Civet Cat,Lower Manhattan
36.00,2,263263,202306,Jun,Mon,Morning,Med,Coffee beans,House blend Beans,Our Old Time Diner Blend,Astoria
55.25,13,1239381,202306,Jun,Mon,Morning,High,Coffee,Barista Espresso,Cappuccino Lg,Astoria
15.20,19,1798956,202306,Jun,Mon,Morning,low,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
13.60,17,1622253,202306,Jun,Mon,Morning,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
15.20,2,263618,202306,Jun,Mon,Morning,low,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Astoria
9.50,1,127513,202306,Jun,Mon,Morning,low,Loose Tea,Chai tea,Morning Sunrise Chai,Astoria
3.20,4,416953,202306,Jun,Mon,Afternoon,low,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
4.80,6,519256,202306,Jun,Mon,Afternoon,low,Flavours,Regular syrup,Chocolate syrup,Astoria
8.95,1,127569,202306,Jun,Mon,Afternoon,low,Loose Tea,Black tea,English Breakfast,Hell's Kitchen
1.60,2,263926,202306,Jun,Mon,Afternoon,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
6.40,8,664476,202306,Jun,Mon,Afternoon,low,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
12.80,16,1226264,202306,Jun,Mon,Afternoon,low,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
18.75,5,416874,202306,Jun,Mon,Afternoon,low,Coffee,Barista Espresso,Cappuccino,Astoria
10.50,3,382861,202306,Jun,Mon,Afternoon,low,Bakery,Biscotti,Ginger Biscotti,Hell's Kitchen
7.50,2,255237,202306,Jun,Mon,Afternoon,low,Bakery,Pastry,Almond Croissant,Astoria
11.25,3,383112,202306,Jun,Mon,Afternoon,low,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
18.75,5,689300,202306,Jun,Mon,Afternoon,low,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
22.50,9,945547,202306,Jun,Mon,Afternoon,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
5.60,7,545230,202306,Jun,Mon,Afternoon,low,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
22.50,6,680897,202306,Jun,Mon,Afternoon,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Hell's Kitchen
8.95,1,127637,202306,Jun,Mon,Afternoon,low,Loose Tea,Herbal tea,Lemon Grass,Hell's Kitchen
8.95,1,127639,202306,Jun,Mon,Afternoon,low,Loose Tea,Black tea,Earl Grey,Astoria
3.20,4,264078,202306,Jun,Mon,Afternoon,low,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
16.25,5,672751,202306,Jun,Mon,Afternoon,low,Bakery,Scone,Cranberry Scone,Lower Manhattan
22.50,1,127668,202306,Jun,Mon,Afternoon,Med,Coffee beans,Organic Beans,Organic Decaf Blend,Lower Manhattan
5.60,7,544892,202306,Jun,Mon,Afternoon,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
14.75,1,127676,202306,Jun,Mon,Afternoon,low,Coffee beans,Espresso Beans,Espresso Roast,Lower Manhattan
12.00,1,127678,202306,Jun,Mon,Afternoon,low,Branded,Housewares,I Need My Bean! Diner mug,Hell's Kitchen
8.95,1,127679,202306,Jun,Mon,Afternoon,low,Loose Tea,Chai tea,Traditional Blend Chai,Astoria
2.40,3,264124,202306,Jun,Mon,Afternoon,low,Flavours,Regular syrup,Carmel syrup,Astoria
20.45,1,127719,202306,Jun,Mon,Afternoon,Very High,Coffee beans,Espresso Beans,Primo Espresso Roast,Hell's Kitchen
45.00,1,127721,202306,Jun,Mon,Afternoon,High,Coffee beans,Premium Beans,Civet Cat,Lower Manhattan
8.95,1,127723,202306,Jun,Mon,Afternoon,low,Loose Tea,Black tea,English Breakfast,Lower Manhattan
19.75,1,127756,202306,Jun,Mon,Afternoon,low,Coffee beans,Premium Beans,Jamacian Coffee River,Astoria
6.40,8,520136,202306,Jun,Mon,Evening,low,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
2.40,3,255543,202306,Jun,Mon,Evening,low,Flavours,Regular syrup,Carmel syrup,Astoria
13.00,4,520091,202306,Jun,Mon,Evening,low,Bakery,Scone,Ginger Scone,Lower Manhattan
5.60,7,665039,202306,Jun,Mon,Evening,low,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
22.50,6,801221,202306,Jun,Mon,Evening,Med,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
8.80,11,810484,202306,Jun,Mon,Evening,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
32.50,13,1228247,202306,Jun,Mon,Evening,Med,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
3.50,1,127787,202306,Jun,Mon,Evening,low,Bakery,Pastry,Croissant,Lower Manhattan
1.60,2,127792,202306,Jun,Mon,Evening,low,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
12.00,4,272635,202306,Jun,Mon,Evening,low,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
21.00,1,127807,202306,Jun,Mon,Evening,Med,Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan
4.00,2,127808,202306,Jun,Mon,Evening,low,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
7.50,2,255678,202306,Jun,Mon,Evening,low,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
27.00,9,826749,202306,Jun,Mon,Evening,Med,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
8.95,1,127826,202306,Jun,Mon,Evening,low,Loose Tea,Black tea,English Breakfast,Hell's Kitchen
17.90,2,264402,202306,Jun,Mon,Evening,low,Loose Tea,Herbal tea,Peppermint,Astoria
2.40,3,255787,202306,Jun,Mon,Evening,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
6.40,8,673911,202306,Jun,Mon,Evening,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
13.00,4,528613,202306,Jun,Mon,Evening,low,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
9.00,3,272703,202306,Jun,Mon,Evening,low,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
0.80,1,127854,202306,Jun,Mon,Evening,low,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
36.00,2,255836,202306,Jun,Mon,Evening,Med,Coffee beans,House blend Beans,Our Old Time Diner Blend,Hell's Kitchen
28.00,2,255829,202306,Jun,Mon,Evening,Med,Branded,Housewares,I Need My Bean! Latte cup,Hell's Kitchen
11.00,5,401314,202306,Jun,Mon,Evening,low,Coffee,Gourmet brewed coffee,Ethiopia Sm,Hell's Kitchen
13.20,6,537731,202306,Jun,Mon,Evening,low,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
10.50,3,401057,202306,Jun,Mon,Evening,low,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
28.00,8,810281,202306,Jun,Mon,Evening,Med,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
9.25,1,127885,202306,Jun,Mon,Evening,low,Loose Tea,Green tea,Serenity Green Tea,Astoria
2.40,3,272738,202306,Jun,Mon,Evening,low,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
17.15,7,665586,202306,Jun,Mon,Evening,low,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
7.50,3,272694,202306,Jun,Mon,Evening,low,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
20.00,8,690785,202306,Jun,Mon,Evening,low,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan
2.40,3,264610,202306,Jun,Mon,Evening,low,Flavours,Regular syrup,Chocolate syrup,Astoria
6.40,1,127939,202306,Jun,Mon,Evening,low,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Hell's Kitchen
12.00,4,264494,202306,Jun,Mon,Evening,low,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
42.00,2,264530,202306,Jun,Mon,Evening,High,Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen
42.50,17,1908839,202306,Jun,Tue,Morning,High,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
33.60,42,3516263,202306,Jun,Tue,Morning,Med,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
30.00,10,941416,202306,Jun,Tue,Morning,Med,Coffee,Barista Espresso,Espresso shot,Astoria
47.50,19,1743825,202306,Jun,Tue,Morning,High,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
42.00,12,1642585,202306,Jun,Tue,Morning,High,Bakery,Pastry,Croissant,Astoria
52.50,14,1369198,202306,Jun,Tue,Morning,High,Coffee,Barista Espresso,Latte,Astoria
8.00,10,1060919,202306,Jun,Tue,Morning,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
39.20,16,1772421,202306,Jun,Tue,Morning,Med,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria
40.50,9,1207405,202306,Jun,Tue,Morning,Very High,Bakery,Scone,Scottish Cream Scone ,Astoria
26.40,33,2568906,202306,Jun,Tue,Morning,Med,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
45.00,15,2039292,202306,Jun,Tue,Morning,High,Bakery,Scone,Oatmeal Scone,Astoria
69.00,23,2295557,202306,Jun,Tue,Morning,Very High,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria
42.00,14,1069130,202306,Jun,Tue,Morning,High,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
24.80,31,2445881,202306,Jun,Tue,Morning,Med,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
38.50,11,1112447,202306,Jun,Tue,Morning,Med,Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria
8.95,1,128035,202306,Jun,Tue,Morning,low,Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan
66.00,22,2313274,202306,Jun,Tue,Morning,Very High,Tea,Brewed herbal tea,Peppermint Lg,Astoria
9.60,12,1190446,202306,Jun,Tue,Morning,low,Flavours,Regular syrup,Carmel syrup,Astoria
46.50,15,1797829,202306,Jun,Tue,Morning,High,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
108.75,29,2157205,202306,Jun,Tue,Morning,Very High,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan
45.00,15,1488436,202306,Jun,Tue,Morning,High,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
75.00,20,2185094,202306,Jun,Tue,Morning,Very High,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
21.60,27,2175544,202306,Jun,Tue,Morning,Med,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
22.50,6,838509,202306,Jun,Tue,Morning,Med,Bakery,Scone,Jumbo Savory Scone,Astoria
42.50,10,1352418,202306,Jun,Tue,Morning,High,Coffee,Barista Espresso,Cappuccino Lg,Astoria
6.40,8,659013,202306,Jun,Tue,Morning,low,Flavours,Regular syrup,Chocolate syrup,Astoria
82.50,22,1917600,202306,Jun,Tue,Morning,Very High,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
21.90,2,265412,202306,Jun,Tue,Morning,Med,Loose Tea,Chai tea,Spicy Eye Opener Chai,Hell's Kitchen
43.40,14,1326272,202306,Jun,Tue,Morning,High,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria
37.50,10,1317739,202306,Jun,Tue,Morning,Med,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
22.00,11,1078646,202306,Jun,Tue,Morning,Med,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
24.00,30,2533779,202306,Jun,Tue,Morning,Med,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
30.60,12,1241095,202306,Jun,Tue,Morning,Med,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria
42.50,17,1498425,202306,Jun,Tue,Morning,High,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
35.75,11,1457686,202306,Jun,Tue,Morning,Med,Bakery,Biscotti,Hazelnut Biscotti,Astoria
42.00,14,1661844,202306,Jun,Tue,Morning,High,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
45.00,18,1385286,202306,Jun,Tue,Morning,High,Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen
17.90,2,256700,202306,Jun,Tue,Morning,low,Loose Tea,Herbal tea,Peppermint,Hell's Kitchen
27.00,9,1216624,202306,Jun,Tue,Morning,Med,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
9.50,1,128185,202306,Jun,Tue,Morning,low,Loose Tea,Chai tea,Morning Sunrise Chai,Hell's Kitchen
44.25,3,411286,202306,Jun,Tue,Morning,High,Coffee beans,Espresso Beans,Espresso Roast,Lower Manhattan
15.00,1,128197,202306,Jun,Tue,Morning,low,Coffee beans,Gourmet Beans,Columbian Medium Roast,Hell's Kitchen
22.40,28,2730680,202306,Jun,Tue,Morning,Med,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
22.50,1,128200,202306,Jun,Tue,Morning,Med,Coffee beans,Organic Beans,Organic Decaf Blend,Hell's Kitchen
17.50,5,660286,202306,Jun,Tue,Morning,low,Bakery,Pastry,Croissant,Hell's Kitchen
41.25,11,1385416,202306,Jun,Tue,Morning,High,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
15.20,19,1756633,202306,Jun,Tue,Morning,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
56.00,2,273255,202306,Jun,Tue,Morning,High,Branded,Clothing,I Need My Bean! T-shirt,Lower Manhattan
25.00,10,975940,202306,Jun,Tue,Morning,Med,Tea,Brewed Black tea,Earl Grey Rg,Astoria
46.75,11,1095798,202306,Jun,Tue,Morning,High,Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen
22.40,28,2533813,202306,Jun,Tue,Morning,Med,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
7.60,1,128315,202306,Jun,Tue,Morning,low,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen
66.50,19,1884813,202306,Jun,Tue,Morning,Very High,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
4.00,5,531305,202306,Jun,Tue,Morning,low,Flavours,Regular syrup,Hazelnut syrup,Astoria
29.50,2,265564,202306,Jun,Tue,Morning,Med,Coffee beans,Espresso Beans,Espresso Roast,Hell's Kitchen
18.50,2,273782,202306,Jun,Tue,Morning,low,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
20.45,1,128458,202306,Jun,Tue,Morning,Very High,Coffee beans,Espresso Beans,Primo Espresso Roast,Hell's Kitchen
21.00,1,128504,202306,Jun,Tue,Morning,Med,Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen
28.00,2,274030,202306,Jun,Tue,Morning,Med,Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan
39.99,3,394375,202306,Jun,Tue,Morning,Med,Packaged Chocolate,Drinking Chocolate,Chili Mayan,Lower Manhattan
6.40,1,128573,202306,Jun,Tue,Morning,low,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Hell's Kitchen
17.90,2,265720,202306,Jun,Tue,Morning,low,Loose Tea,Chai tea,Traditional Blend Chai,Hell's Kitchen
20.00,8,804973,202306,Jun,Tue,Morning,low,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
45.00,1,128732,202306,Jun,Tue,Morning,High,Coffee beans,Premium Beans,Civet Cat,Hell's Kitchen
36.00,2,265986,202306,Jun,Tue,Morning,Med,Coffee beans,Organic Beans,Brazilian - Organic,Hell's Kitchen
8.95,1,128820,202306,Jun,Tue,Afternoon,low,Loose Tea,Herbal tea,Peppermint,Lower Manhattan
17.50,7,704142,202306,Jun,Tue,Afternoon,low,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
4.00,5,541454,202306,Jun,Tue,Afternoon,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
8.00,10,1083123,202306,Jun,Tue,Afternoon,low,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
1.60,2,128840,202306,Jun,Tue,Afternoon,low,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
9.60,12,1099504,202306,Jun,Tue,Afternoon,low,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
0.80,1,128846,202306,Jun,Tue,Afternoon,low,Flavours,Regular syrup,Carmel syrup,Astoria
21.00,1,128869,202306,Jun,Tue,Afternoon,Med,Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen
17.50,5,678608,202306,Jun,Tue,Afternoon,low,Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan
10.50,3,395388,202306,Jun,Tue,Afternoon,low,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
15.00,1,128880,202306,Jun,Tue,Afternoon,low,Coffee beans,Gourmet Beans,Columbian Medium Roast,Hell's Kitchen
6.40,1,128884,202306,Jun,Tue,Afternoon,low,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Hell's Kitchen
38.00,8,549786,202306,Jun,Tue,Afternoon,Med,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
7.20,9,807643,202306,Jun,Tue,Afternoon,low,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
1.60,2,128898,202306,Jun,Tue,Afternoon,low,Flavours,Regular syrup,Chocolate syrup,Astoria
15.20,2,266637,202306,Jun,Tue,Afternoon,low,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen
6.00,2,128918,202306,Jun,Tue,Afternoon,low,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
32.10,11,816038,202306,Jun,Tue,Afternoon,Med,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
2.40,3,404094,202306,Jun,Tue,Afternoon,low,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
90.00,2,274682,202306,Jun,Tue,Afternoon,Very High,Coffee beans,Premium Beans,Civet Cat,Lower Manhattan
24.00,8,687364,202306,Jun,Tue,Afternoon,Med,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
18.00,6,412326,202306,Jun,Tue,Afternoon,low,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
3.20,4,412359,202306,Jun,Tue,Afternoon,low,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
18.00,1,128978,202306,Jun,Tue,Afternoon,low,Coffee beans,Organic Beans,Brazilian - Organic,Hell's Kitchen
18.00,1,129019,202306,Jun,Tue,Afternoon,low,Coffee beans,Organic Beans,Brazilian - Organic,Lower Manhattan
7.60,1,129022,202306,Jun,Tue,Afternoon,low,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan
20.45,1,129025,202306,Jun,Tue,Afternoon,Very High,Coffee beans,Espresso Beans,Primo Espresso Roast,Lower Manhattan
7.20,9,680091,202306,Jun,Tue,Evening,low,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
7.50,2,266863,202306,Jun,Tue,Evening,low,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
18.00,1,129030,202306,Jun,Tue,Evening,low,Coffee beans,House blend Beans,Our Old Time Diner Blend,Lower Manhattan
8.95,1,129032,202306,Jun,Tue,Evening,low,Loose Tea,Herbal tea,Peppermint,Lower Manhattan
4.80,6,550705,202306,Jun,Tue,Evening,low,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
15.00,4,550822,202306,Jun,Tue,Evening,low,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
